index_;cust_id;activated_date;last_payment_date;balance;balance_frequency;purchases;oneoff_purchases;installments_purchases;cash_advance;purchases_frequency;oneoff_purchases_frequency;purchases_installments_frequency;cash_advance_frequency;cash_advance_trx;purchases_trx;credit_limit;payments;minimum_payments;prc_full_payment;tenure;fraud
5688;C15845;13/04/2020;9/07/2020;153377124;1;2048.5;846.79;1201.71;0;1;0.25;1;0;0;51;7000;1512631142;178977455;1;12;0
5689;C15846;13/04/2020;30/07/2020;445179998;1;0;0;0;58770943;0;0;0;0.25;3;0;500;197851349;214062758;0;12;0
5690;C15847;13/04/2020;24/06/2020;26572803;1;277.33;0;277.33;0;1;0;0.916667;0;0;17;6000;258265698;129984016;1;12;0
5691;C15848;13/04/2020;3/09/2020;1337133737;1;0;0;0;73354616;0;0;0;0.083333;1;0;1500;349862368;350033702;0;12;0
5692;C15849;13/04/2020;20/05/2020;487723632;1;0;0;0;978210005;0;0;0;0.083333;1;0;1500;1454589519;184288462;0.083333;12;0
5693;C15850;13/04/2020;1/06/2020;248742306;1;113.25;0;113.25;512570394;0.416667;0;0.416667;0.083333;3;5;2500;600106329;1033145181;0;12;0
5694;C15851;13/04/2020;2/09/2020;4966985;0.181818;59.34;0;59.34;0;0.166667;0;0.166667;0;0;2;2000;360724808;111894178;0.5;12;0
5695;C15852;13/04/2020;23/06/2020;171267988;1;2062.67;1455.11;607.56;0;1;1;1;0;0;39;7500;1913827405;180637896;0.75;12;0
5696;C15853;13/04/2020;21/09/2020;845930093;1;2384.15;1206.43;1177.72;1950164327;1;0.916667;0.833333;0.083333;2;62;2500;4029993964;23249717;0.272727;12;0
5697;C15854;13/04/2020;28/08/2020;1380729836;1;145.94;145.94;0;589017161;0.083333;0.083333;0;0.166667;10;3;1800;610851898;610251148;0;12;0
5698;C15856;13/04/2020;1/08/2020;97064177;0.545455;863.97;114;749.97;;0.416667;0.083333;0.416667;0;0;9;7000;1384018459;103701385;0.363636;12;0
5699;C15857;13/04/2020;15/06/2020;930322044;1;444.96;0;444.96;0;1;0;1;0;0;12;1000;630302306;657600716;0;12;0
5700;C15858;14/04/2020;5/05/2020;126169985;1;1155;0;1155;0;0.833333;0;0.833333;0;0;10;3900;1375353007;158020499;0.909091;12;0
5701;C15859;14/04/2020;23/06/2020;832183808;1;0;0;0;1991951203;0;0;0;0.333333;9;0;2500;1497093428;255621363;0;12;0
5702;C15860;14/04/2020;9/08/2020;253367476;0.909091;626.69;0;626.69;0;0.416667;0;0.416667;0;0;5;1500;969151872;176889617;0;12;0
5703;C15861;14/04/2020;23/05/2020;2111244939;0.818182;147.12;147.12;0;1578669085;0.083333;0.083333;0;0.166667;5;1;6500;4014564637;47589936;0;12;0
5704;C15862;14/04/2020;25/08/2020;1450649137;1;0;0;0;1782155586;0;0;0;0.25;4;0;4000;843588576;316380664;0;12;0
5705;C15863;14/04/2020;25/09/2020;4593098361;0.777778;0;0;0;6944484735;0;0;0;0.333333;9;0;7000;1108771839;1744975926;0;9;0
5706;C15864;14/04/2020;10/09/2020;3598913061;1;53.13;53.13;0;2767233925;0.083333;0.083333;0;0.25;6;1;6000;868558084;1233962964;0;12;0
5707;C15865;14/04/2020;3/10/2020;106390419;1;1038.38;1038.38;0;0;0.666667;0.666667;0;0;0;14;6000;918029106;140547255;0.6;12;0
5708;C15866;14/04/2020;16/05/2020;82476563;1;637.44;0;637.44;0;1;0;1;0;0;12;4000;623916338;179604687;0.75;12;0
5709;C15867;14/04/2020;9/10/2020;117324773;1;1101;0;1101;0;1;0;1;0;0;21;7500;1002953582;178537408;0.5;12;0
5710;C15868;14/04/2020;4/05/2020;1634663;0.545455;267.06;25;242.06;0;0.5;0.083333;0.5;0;0;7;1000;318011069;113606953;0.272727;12;0
5711;C15869;14/04/2020;19/09/2020;244762454;1;116.16;26.16;90;729174169;0.5;0.083333;0.416667;0.083333;1;7;7500;525469962;571995314;0;12;0
5712;C15870;14/04/2020;12/08/2020;1421787032;1;0;0;0;2017846783;0;0;0;0.583333;16;0;1500;2180007785;622671345;0;12;0
5713;C15871;14/04/2020;14/10/2020;1219143484;0.666667;0;0;0;1893219765;0;0;0;0.5;3;0;2000;204789406;274065414;0;6;0
5714;C15872;14/04/2020;28/05/2020;2456499396;1;4791.33;2067.8;2723.53;0;1;0.666667;1;0;0;78;6500;839407521;81736242;0;12;0
5715;C15873;14/04/2020;6/11/2020;59064314;0.363636;686;0;686;0;0.333333;0;0.25;0;0;7;3000;840254381;182922865;0;12;0
5716;C15874;14/04/2020;28/05/2020;1042614416;1;0;0;0;119716756;0;0;0;0.083333;2;0;1200;269011259;437211705;0;12;0
5717;C15875;14/04/2020;20/07/2020;685139075;0.909091;4004;117;3887;1061627014;0.909091;0.181818;0.818182;0.363636;17;18;7500;67465317;220117798;0;11;0
5718;C15876;14/04/2020;26/05/2020;3871433675;1;0;0;0;975139233;0;0;0;0.083333;5;0;9500;903655941;953264819;0;12;0
5719;C15877;14/04/2020;10/07/2020;646398621;1;839.05;192.95;646.1;0;1;0.166667;1;0;0;19;4500;1350435597;248178351;0.083333;12;0
5720;C15878;14/04/2020;2/05/2020;802086509;0.818182;2008.98;1990.65;18.33;0;0.583333;0.583333;0.083333;0;0;28;4500;468463615;302127133;0;12;0
5721;C15879;15/04/2020;14/06/2020;3881679582;1;15.92;15.92;0;2183782456;0.083333;0.083333;0;0.333333;9;1;5500;1032183632;1129747227;0;12;0
5722;C15880;15/04/2020;29/06/2020;7886777059;1;0;0;0;1287604361;0;0;0;0.454545;20;0;12000;110809622;2275686103;0.090909;11;0
5723;C15881;15/04/2020;5/11/2020;1466852542;1;543.58;543.58;0;0;0.25;0.25;0;0;0;4;2500;518150669;355284593;0;12;0
5724;C15882;15/04/2020;18/06/2020;47162463;0.909091;1276.72;810;466.72;0;0.416667;0.083333;0.333333;0;0;5;6000;602244665;94668806;0.166667;12;0
5725;C15883;15/04/2020;28/08/2020;525918697;0.909091;522.2;0;522.2;1748234165;1;0;1;0.583333;10;18;2500;2609937964;155337674;0.181818;12;0
5726;C15885;15/04/2020;4/06/2020;2466452707;1;118.72;44.8;73.92;0;0.166667;0.083333;0.083333;0;0;3;5000;73201795;908384613;0;12;0
5727;C15886;15/04/2020;14/05/2020;1184120178;1;69.49;0;69.49;1719993551;0.083333;0;0.083333;0.5;8;2;1400;71225724;385314668;0;12;0
5728;C15887;15/04/2020;13/07/2020;1084649802;1;0;0;0;708865975;0;0;0;0.181818;10;1;1500;973731202;252062796;0;11;0
5729;C15888;15/04/2020;19/08/2020;1414422361;1;90.03;0;90.03;0;0.833333;0;0.833333;0;0;12;1500;323893824;492851078;0;12;0
5730;C15889;15/04/2020;16/08/2020;79470417;0.727273;601.84;0;601.84;0;0.583333;0;0.5;0;0;7;7500;7991846;133319408;0.363636;12;0
5731;C15890;15/04/2020;7/07/2020;170086639;0.909091;1218.11;980.87;237.24;0;0.75;0.5;0.166667;0;0;9;6000;1277281619;152507474;0.222222;12;0
5732;C15891;15/04/2020;9/09/2020;585537233;1;178;0;178;723138529;0.333333;0;0.333333;0.083333;3;4;1000;1198443149;316758371;0.083333;12;0
5733;C15892;15/04/2020;15/08/2020;124506347;1;1194.54;1194.54;0;0;0.916667;0.916667;0;0;0;11;7500;961895302;169006513;1;12;0
5734;C15893;15/04/2020;20/10/2020;7834073316;1;239.58;0;239.58;5160785017;0.083333;0;0.083333;0.333333;5;2;12000;8848955996;2295921053;0;12;0
5735;C15894;15/04/2020;13/06/2020;1079097023;1;247.44;0;247.44;0;1;0;1;0;0;12;1200;503445403;302481716;0;12;0
5736;C15895;15/04/2020;17/09/2020;176169297;1;0;0;0;950448895;0;0;0;0.25;7;0;2000;414860394;452085171;0;12;0
5737;C15896;15/04/2020;22/07/2020;1874572121;1;0;0;0;1359837109;0;0;0;0.916667;17;0;2500;329797397;507068261;0;12;0
5738;C15897;15/04/2020;28/07/2020;1024314763;1;0;0;66.95;450106755;0;0;0.083333;0.25;5;0;13000;1882490974;5624605818;0;12;0
5739;C15898;15/04/2020;7/10/2020;812317275;1;404.91;0;404.91;0;0.75;0;0.75;0;0;18;1000;573841447;318793218;0;12;0
5740;C15899;15/04/2020;6/09/2020;511825603;0.909091;362.48;0;362.48;0;0.416667;0;0.416667;0;0;10;2000;2400443969;377084941;0;12;0
5741;C15900;15/04/2020;9/05/2020;142742297;1;61;0;61;4327398235;0.166667;0;0.083333;0.583333;14;2;9000;5907105978;389155496;0.166667;12;0
5742;C15901;15/04/2020;3/06/2020;4932396527;1;0;0;0;245596578;0;0;0;0.166667;3;0;6000;5403894447;1443712209;0;12;0
5743;C15902;15/04/2020;10/05/2020;275470825;1;2967.42;1903.72;1063.7;0;0.916667;0.666667;0.916667;0;0;40;3500;2569455026;169807651;0.333333;12;0
5744;C15903;15/04/2020;16/06/2020;55539236;0.909091;201.27;201.27;0;0;0.083333;0.083333;0;0;0;1;7500;467319744;14425972;0.111111;12;0
5745;C15904;15/04/2020;18/07/2020;403816601;0.9;3431;0;3431;0;0.9;0;0.8;0;0;15;10000;2370440541;139047088;0.7;10;0
5746;C15905;15/04/2020;26/09/2020;1799320009;1;0;0;0;872408101;0;0;0;0.083333;2;0;2000;298163408;718578894;0;12;0
5747;C15906;15/04/2020;15/05/2020;1821024103;1;0;0;0;323218285;0;0;0;0.166667;4;0;1800;954718474;1910925633;0;12;0
5748;C15907;15/04/2020;7/05/2020;0.892901;0.363636;492;0;492;0;1;0;1;0;0;24;7500;450655804;19582178;0;12;0
5749;C15908;15/04/2020;29/07/2020;1267621753;1;107.05;64.55;42.5;0;0.416667;0.25;0.083333;0;0;5;4000;505790714;38236978;0;12;0
5750;C15909;15/04/2020;11/08/2020;1201204437;1;117.89;117.89;0;0;0.333333;0.333333;0;0;0;4;1200;283696314;454665216;0;12;0
5751;C15910;16/04/2020;6/11/2020;1343200147;1;848.53;0;848.53;0;0.666667;0;0.666667;0;0;14;5500;817669027;333092064;0;12;0
5752;C15912;16/04/2020;18/09/2020;626359675;1;2102.13;1091.37;1010.76;157803608;1;0.833333;0.916667;0.5;23;45;1000;3537414389;228297707;0.272727;12;0
5753;C15913;16/04/2020;29/06/2020;644987222;0.714286;0;0;0;1059025424;0;0;0;0.142857;3;0;1200;148120171;132494842;0;7;0
5754;C15914;16/04/2020;19/06/2020;1474532261;1;106;106;0;36308611;0.083333;0.083333;0;0.083333;2;2;3000;349349174;434513783;0;12;0
5755;C15915;16/04/2020;23/06/2020;6241937842;1;0;0;0;1107193364;0;0;0;0.333333;4;0;12000;1218103139;1475203723;0.090909;12;0
5756;C15916;16/04/2020;27/09/2020;11566281;1;148.56;0;148.56;0;1;0;0.916667;0;0;12;1500;128994977;139382867;0.090909;12;0
5757;C15917;16/04/2020;23/04/2020;74105358;1;0;0;0;37527333;0;0;0;0.083333;1;0;1200;1267067064;231513272;0;12;0
5758;C15918;16/04/2020;24/09/2020;48660932;1;651.08;100;551.08;0;1;0.083333;1;0;0;17;3500;706145992;174363145;0.916667;12;0
5759;C15919;16/04/2020;1/09/2020;1139691004;1;117;117;0;0;0.083333;0.083333;0;0;0;1;1200;492089429;437099794;0;12;0
5760;C15920;16/04/2020;8/07/2020;1207465786;1;125;25;100;0;0.333333;0.083333;0.166667;0;0;4;1800;1872705924;458501302;0.090909;12;0
5761;C15921;16/04/2020;4/05/2020;3160087236;1;0;0;0;757003109;0;0;0;0.083333;1;0;8000;74490895;715509134;0;12;0
5762;C15922;16/04/2020;30/10/2020;1184723988;0.636364;373.44;373.44;0;0;0.083333;0.083333;0;0;0;1;12000;6674591055;384155979;0;12;0
5763;C15923;16/04/2020;26/07/2020;561346036;1;4430.12;2992.49;1437.63;80614627;1;1;0.75;0.083333;1;68;4500;3750631255;183469161;0.083333;12;0
5764;C15924;16/04/2020;21/08/2020;0;0;1021.56;0;1021.56;0;1;0;1;0;0;36;3000;0;;0;12;0
5765;C15925;16/04/2020;24/08/2020;3200184366;1;0;0;0;2139707578;0;0;0;0.083333;1;0;5000;780190463;920718093;0;12;0
5766;C15926;16/04/2020;29/10/2020;408724408;1;89.39;89.39;0;108912198;0.083333;0.083333;0;0.083333;1;1;3000;166426897;211611083;0;12;0
5767;C15927;16/04/2020;28/04/2020;1898265;0.272727;327.37;0;327.37;0;0.333333;0;0.333333;0;0;11;6500;1430996352;137788624;1;12;0
5768;C15928;16/04/2020;29/07/2020;986828539;1;417.25;394.76;22.49;778725777;0.333333;0.333333;0.083333;0.083333;1;7;1200;1706126097;398734242;0;12;0
5769;C15929;16/04/2020;2/11/2020;3144690403;1;865.94;865.94;0;0;0.25;0.25;0;0;0;4;3500;1018210531;977712784;0;12;0
5770;C15930;16/04/2020;8/08/2020;20208047;1;190.96;0;190.96;0;0.25;0;0.25;0;0;3;1000;156408373;173016455;0.083333;12;0
5771;C15931;16/04/2020;22/05/2020;371896615;1;332;0;332;850393519;1;0;1;0.2;5;10;2500;1756127984;126406004;0.111111;10;0
5772;C15932;16/04/2020;13/10/2020;4450957226;1;8445.96;1987.85;6458.11;0;1;0.75;1;0;0;224;6500;4792662317;1124614121;0;12;0
5773;C15933;16/04/2020;1/10/2020;2754041187;1;132;41;91;2959646926;0.25;0.083333;0.083333;0.583333;30;3;5000;635462392;849355936;0;12;0
5774;C15934;16/04/2020;31/08/2020;17245539;0.636364;19.5;0;19.5;0;0.083333;0;0.083333;0;0;1;1500;95789433;119880198;0;12;0
5775;C15935;16/04/2020;6/06/2020;4940113918;1;814.66;814.66;0;908434086;0.583333;0.583333;0;0.083333;1;8;10000;1904849069;1428029439;0;12;0
5776;C15936;16/04/2020;23/09/2020;1826387864;1;0;0;0;89176017;0;0;0;0.166667;2;0;2000;367804353;4653581451;0;12;0
5777;C15937;16/04/2020;8/05/2020;793213204;1;1011.16;488.99;522.17;0;0.833333;0.333333;0.5;0;0;19;1000;842847535;307591569;0;12;0
5778;C15938;16/04/2020;8/08/2020;983363407;1;275.06;0;275.06;0;0.5;0;0.5;0;0;6;1000;587715737;316239935;0;12;0
5779;C15939;16/04/2020;28/05/2020;473807764;0.818182;546.94;0;546.94;0;1;0;1;0;0;19;7000;1612129418;121996148;0;12;0
5780;C15940;16/04/2020;13/09/2020;406033426;1;1007.27;1007.27;0;2779207967;0.833333;0.833333;0;0.75;23;23;9500;134899396;1492995627;0;12;0
5781;C15941;16/04/2020;31/07/2020;3007035526;1;209.02;209.02;0;;0.25;0.25;0;0.75;24;4;6000;1285267277;688582671;0;12;0
5782;C15943;16/04/2020;10/09/2020;51640761;1;453.24;0;453.24;0;1;0;1;0;0;12;5000;507364658;170772711;0.363636;12;0
5783;C15944;16/04/2020;12/07/2020;1864427;0.090909;0;0;0;93468447;0;0;0;0.083333;1;0;1800;0;;0;12;0
5784;C15945;16/04/2020;11/06/2020;57657781;0.818182;587.25;0;587.25;0;0.75;0;0.75;0;0;9;1000;779274805;138599057;0.857143;12;0
5785;C15946;16/04/2020;15/08/2020;1876872139;1;0;0;0;741088191;0;0;0;0.083333;1;0;2300;94091574;583146807;0;12;0
5786;C15947;16/04/2020;5/11/2020;1496172117;1;0;0;0;1357679075;0;0;0;0.25;4;0;6500;368342402;318402704;0;12;0
5787;C15948;16/04/2020;5/10/2020;312025648;1;339.96;0;339.96;3585834892;1;0;1;0.25;3;12;8000;861174315;893770943;0;12;0
5788;C15949;16/04/2020;15/10/2020;0;0;102.72;0;102.72;0;1;0;1;0;0;12;1500;0;;0;12;0
5789;C15950;16/04/2020;17/05/2020;4646574386;1;773.22;760.16;13.06;0;0.833333;0.833333;0.083333;0;0;16;4900;1379043262;2171800125;0;12;0
5790;C15951;17/04/2020;3/05/2020;6223173969;1;0;0;0;3607876623;0;0;0;0.25;5;0;7500;1373795303;1450180855;0;12;0
5791;C15952;17/04/2020;3/05/2020;269816561;0.636364;1965.95;1965.95;0;0;0.083333;0.083333;0;0;0;2;5500;0;;0;12;0
5792;C15953;17/04/2020;30/10/2020;1851622011;1;200;200;0;152692363;0.083333;0.083333;0;0.083333;1;1;2000;71234021;798280589;0;12;0
5793;C15954;17/04/2020;24/06/2020;10334498;0.272727;62.36;62.36;0;0;0.083333;0.083333;0;0;0;1;1800;23296458;119309297;0;12;0
5794;C15955;17/04/2020;15/08/2020;434729411;0.545455;1486.5;594.6;891.9;;0.333333;0.083333;0.25;0.083333;3;4;3700;722869205;324522761;0;12;0
5795;C15956;17/04/2020;4/05/2020;5938788939;1;3394.94;1705.78;1689.16;0;1;0.833333;0.916667;0;0;59;12000;1367537734;1374956496;0;12;0
5796;C15957;17/04/2020;18/08/2020;766491179;1;799.92;0;799.92;0;1;0;1;0;0;24;5200;1351417476;25054894;0;12;0
5797;C15958;17/04/2020;9/07/2020;4735107991;1;0;0;0;2934049373;0;0;0;0.333333;10;0;6000;1141819186;1469022473;0;12;0
5798;C15959;17/04/2020;13/08/2020;153029332;0.8;256.69;256.69;0;3271076793;0.1;0.1;0;0.4;4;3;4000;441551162;45465029;0;10;0
5799;C15960;17/04/2020;28/08/2020;261946133;0.909091;1215.64;145;1070.64;0;0.5;0.166667;0.416667;0;0;15;6500;573280563;285852332;0;12;0
5800;C15961;17/04/2020;8/07/2020;0.288293;0.090909;0;0;0;60618161;0;0;0;0.083333;1;0;2000;3630305137;82240686;0;12;0
5801;C15962;17/04/2020;6/06/2020;1922172543;1;0;0;0;1810839188;0;0;0;0.166667;5;0;2000;481087934;655365553;0;12;0
5802;C15963;17/04/2020;13/09/2020;1101328772;0.727273;0;0;0;3061014837;0;0;0;0.333333;12;0;3000;649339928;432288614;0;12;0
5803;C15965;17/04/2020;8/06/2020;1459534846;1;0;0;0;1275554446;0;0;0;0.25;6;0;5500;827318305;334942449;0;12;0
5804;C15966;17/04/2020;15/05/2020;2882431664;1;0;0;0;130714887;0;0;0;0.166667;2;0;3000;608839527;1240347359;0;12;0
5805;C15967;17/04/2020;26/04/2020;396890847;1;3943.97;3159.53;784.44;0;1;1;1;0;0;43;7500;357814443;179793545;0.583333;12;0
5806;C15968;17/04/2020;14/07/2020;866363389;1;4127.83;0;4127.83;0;0.75;0;0.75;0;0;15;7500;477449325;4419482273;0.166667;12;0
5807;C15969;17/04/2020;31/07/2020;434932876;1;933.8;0;933.8;0;1;0;1;0;0;39;2700;253085801;168730445;0.083333;12;0
5808;C15970;17/04/2020;26/10/2020;3830916541;1;4065.66;1681.51;2384.15;2411584248;1;0.333333;1;0.333333;5;36;5000;3811271434;1169995934;0;12;0
5809;C15971;17/04/2020;25/06/2020;36412211;0.545455;343.56;0;343.56;;0.454545;0;0.363636;0;0;7;2000;349484812;133622458;0;11;0
5810;C15972;17/04/2020;26/07/2020;69722927;0.818182;947.72;0;947.72;0;0.75;0;0.666667;0;0;12;1200;769133717;127904622;0.666667;12;0
5811;C15973;17/04/2020;18/09/2020;45160837;0.727273;0;0;0;7946115;0;0;0;0.083333;1;0;6500;486597254;89975046;0;12;0
5812;C15974;17/04/2020;14/10/2020;1295733461;1;705.84;620;85.84;0;0.416667;0.083333;0.416667;0;0;8;1500;41788231;571226809;0;12;0
5813;C15975;17/04/2020;14/08/2020;2421144942;1;2685.48;945.1;1740.38;926579;1;0.5;0.916667;0.166667;3;42;4500;2010800224;576081228;0;12;0
5814;C15976;17/04/2020;24/09/2020;212306148;0.181818;0.7;0.7;0;19225936;0.083333;0.083333;0;0.166667;3;1;3500;0;;0;12;0
5815;C15977;17/04/2020;27/10/2020;2716981814;1;0;0;0;1486243293;0;0;0;0.416667;5;0;8000;648230914;651277648;0;12;0
5816;C15978;17/04/2020;25/04/2020;2837833628;1;5541.87;1630.6;3911.27;855232779;1;0.333333;1;0.166667;2;49;6500;39097339;707239263;0;12;0
5817;C15979;17/04/2020;26/04/2020;7310526;0.727273;70;0;70;0;0.666667;0;0.583333;0;0;8;5000;98099008;51285181;0.454545;12;0
5818;C15980;17/04/2020;25/09/2020;4322806448;1;220.5;0;220.5;3767104707;0.416667;0;0.416667;0.916667;25;11;11000;1170484558;1025146444;0;12;0
5819;C15981;17/04/2020;29/09/2020;1105969915;1;0;0;0;291608512;0;0;0;0.416667;7;0;1200;366079307;;0;12;0
5820;C15982;18/04/2020;7/10/2020;994231031;1;487.6;0;487.6;38690552;0.75;0;0.75;0.083333;1;9;1000;755610568;801233778;0;12;0
5821;C15983;18/04/2020;27/06/2020;11896546;0.363636;86;86;0;0;0.083333;0.083333;0;0;0;1;8000;488720214;85079975;1;12;0
5822;C15984;18/04/2020;6/08/2020;111438403;1;1956.43;1423.8;532.63;521664369;0.583333;0.083333;0.5;0.083333;3;18;1800;836108453;1238531629;0;12;0
5823;C15985;18/04/2020;17/05/2020;860268175;1;0;0;0;1974202963;0;0;0;0.333333;5;0;2500;749789889;292755072;0;12;0
5824;C15986;18/04/2020;15/06/2020;4389759633;1;473.74;473.74;0;2462100789;0.166667;0.166667;0;0.25;17;7;4500;999619739;1893402934;0;12;0
5825;C15987;18/04/2020;17/06/2020;4672628863;1;483.02;99;384.02;1168493188;1;0.083333;1;0.166667;2;25;8500;1476028461;1151108962;0;12;0
5826;C15988;18/04/2020;16/06/2020;1649174527;1;0;0;0;364489187;0;0;0;0.083333;1;0;10000;1334151756;415982151;0;12;0
5827;C15989;18/04/2020;15/07/2020;179765708;1;1628.62;1233.9;394.72;0;1;1;0.75;0;0;36;5000;1642917096;183307728;0.583333;12;0
5828;C15990;18/04/2020;23/05/2020;406707189;1;0;0;0;211485981;0;0;0;0.166667;2;0;5000;602755235;206910997;0;12;0
5829;C15991;18/04/2020;6/06/2020;323801713;0.333333;0;0;0;1430485333;0;0;0;0.166667;1;0;1500;0;;0;6;0
5830;C15992;18/04/2020;31/10/2020;17049564;0.636364;2581.01;2082.67;498.34;0;0.333333;0.25;0.166667;0;0;10;4000;1088390376;216938095;0;12;0
5831;C15993;18/04/2020;31/08/2020;8038893195;1;0;0;0;197915586;0;0;0;0.166667;8;0;9000;3569182969;4313272823;0;12;0
5832;C15994;18/04/2020;28/07/2020;649896506;1;4919.76;4353.06;566.7;191376535;0.916667;0.666667;0.833333;0.166667;3;48;6500;485434051;219441278;0.166667;12;0
5833;C15995;18/04/2020;29/04/2020;4081115283;1;1133.98;298.59;835.39;495425832;1;0.416667;1;0.333333;8;42;8500;1532358832;1051311348;0;12;0
5834;C15996;18/04/2020;22/08/2020;2551808695;1;179.9;179.9;0;196095144;0.25;0.25;0;0.166667;3;7;3000;586174437;924177666;0;12;0
5835;C15997;18/04/2020;2/08/2020;4652161;0.727273;398.64;0;398.64;0;1;0;1;0;0;12;2000;445721684;43143334;0.1;12;0
5836;C15998;18/04/2020;16/05/2020;2569237357;1;0;0;0;498667849;0;0;0;0.25;14;0;2500;188855192;1653625119;0;12;0
5837;C15999;18/04/2020;25/08/2020;338310239;1;2855.04;2488.95;366.09;0;0.75;0.25;0.583333;0;0;15;6000;2801205072;125713305;0.375;12;0
5838;C16000;18/04/2020;3/06/2020;1541047251;1;100;0;100;0;0.166667;0;0.166667;0;0;2;7000;325179537;329548006;0;12;0
5839;C16001;18/04/2020;5/11/2020;2886330537;1;0;0;0;275617952;0;0;0;0.416667;6;0;3000;3628742239;1039604463;0.083333;12;0
5840;C16002;18/04/2020;21/10/2020;2659823914;1;3384.83;812.11;2572.72;0;1;0.333333;1;0;0;82;5700;2798135325;661569757;0;12;0
5841;C16003;18/04/2020;1/10/2020;428532479;1;0;0;0;2039234459;0;0;0;0.833333;44;0;9000;1446932048;17796135;0;12;0
5842;C16004;18/04/2020;8/05/2020;57957472;0.909091;1337.5;0;1337.5;105931576;0.583333;0;0.583333;0.166667;6;11;1500;2772615528;2970844918;0.1;12;0
5843;C16005;19/04/2020;4/05/2020;7969504857;1;0;0;0;4714040663;0;0;0;0.5;16;0;11500;2184446847;2086545633;0;12;0
5844;C16007;19/04/2020;4/05/2020;350306089;0.333333;0;0;0;1438822819;0;0;0;0.333333;7;0;1500;57290411;188739997;0;6;0
5845;C16008;19/04/2020;12/05/2020;1150307564;1;1189.04;0;1189.04;0;1;0;1;0;0;12;15000;3016935137;332492063;0;12;0
5846;C16009;19/04/2020;10/09/2020;1613502125;1;65.6;0;112.6;0;0.4;0;0.3;0;0;5;5000;390916581;426142311;0;10;0
5847;C16010;19/04/2020;13/07/2020;190667771;1;486.27;580.2;0;0;0.416667;0.25;0;0;0;14;2000;712776539;1440494944;0;12;0
5848;C16011;19/04/2020;21/10/2020;399988157;1;5277.77;4004.96;1272.81;0;1;1;0.916667;0;0;57;6000;4353346961;194598709;1;12;0
5849;C16012;19/04/2020;30/08/2020;1196183155;0.909091;166.8;166.8;0;0;0.083333;0.083333;0;0;0;1;7000;1910836556;359989055;0;12;0
5850;C16013;19/04/2020;29/05/2020;89165814;0.833333;724;0;724;0;0.833333;0;0.833333;0;0;6;1000;521867766;88700517;0;6;0
5851;C16014;19/04/2020;1/10/2020;4707223656;1;896.46;600.01;296.45;5740678318;0.416667;0.083333;0.333333;0.416667;7;13;6500;7332868891;1339173048;0;12;0
5852;C16015;19/04/2020;17/09/2020;1111811966;1;0;0;0;2028487118;0;0;0;0.583333;7;0;2000;1264471544;314661601;0;12;0
5853;C16016;19/04/2020;29/09/2020;517574276;1;4235.28;465.58;3769.7;0;0.916667;0.333333;0.833333;0;0;33;2800;3770525556;200541865;0.777778;12;0
5854;C16017;19/04/2020;21/07/2020;1783266003;1;129.05;129.05;0;1412345077;0.083333;0.083333;0;0.25;4;1;2000;581851472;418990497;0;12;0
5855;C16018;19/04/2020;15/07/2020;5429372649;1;493.1;0;493.1;0;0.5;0;0.5;0;0;6;12000;1415589572;1440327788;0;12;0
5856;C16019;19/04/2020;25/05/2020;92007959;1;1265.58;0;1265.58;;1;0;1;0;0;26;5700;1341967777;178143055;1;12;0
5857;C16020;19/04/2020;2/11/2020;5172929286;1;3030.33;715.29;2315.04;5573357964;1;0.5;1;0.583333;21;22;7500;1014166717;1734593075;0;12;0
5858;C16021;19/04/2020;28/07/2020;3304593;1;204.24;0;204.24;0;1;0;0.833333;0;0;6;1500;163744562;81625033;1;6;0
5859;C16022;19/04/2020;30/05/2020;645515371;1;756;756;0;0;1;1;0;0;0;12;600;1305933063;883267059;0;12;0
5860;C16023;19/04/2020;21/05/2020;23249635;0.545455;307.4;0;307.4;0;0.333333;0;0.25;0;0;4;5500;784765421;2112458;0.4;12;0
5861;C16024;19/04/2020;3/08/2020;3967453587;1;10148.7;3162.94;6985.76;0;1;0.666667;0.916667;0;0;157;9800;6722566161;1925158396;0;12;0
5862;C16025;19/04/2020;26/06/2020;177696201;1;2799.53;929.67;1869.86;0;1;0.416667;1;0;0;59;3000;2687141741;177614322;0.166667;12;0
5863;C16026;19/04/2020;20/07/2020;20461438;0.818182;1410.6;411.6;999;0;0.583333;0.416667;0.166667;0;0;8;4000;1933515816;15008129;0.2;12;0
5864;C16028;19/04/2020;27/09/2020;312928384;1;0;0;0;1800188812;0;0;0;0.083333;1;0;2800;28380195;193738387;0;12;0
5865;C16029;19/04/2020;24/05/2020;3956222;0.090909;480.01;480.01;0;0;0.083333;0.083333;0;0;0;1;19500;0;;0;12;0
5866;C16030;19/04/2020;4/07/2020;1984636464;1;0;0;0;4436713078;0;0;0;0.444444;7;0;5000;849560918;348744106;0;9;0
5867;C16031;19/04/2020;11/07/2020;282070933;1;1926.19;569.8;1356.39;500865079;1;0.333333;0.916667;0.333333;6;43;7000;260918811;189423175;0.333333;12;0
5868;C16032;19/04/2020;30/05/2020;18306211;0.272727;162.01;162.01;0;0;0.083333;0.083333;0;0;0;1;7000;266822736;6624596;0;12;0
5869;C16033;19/04/2020;10/10/2020;2092156291;1;1372.81;1372.81;0;0;0.416667;0.416667;0;0;0;16;2250;1073317848;1140180264;0;12;0
